id,type,amount,touristId,zone,timestamp
283,SOUVENIR,15.0,18,Recinto Central,2026-05-21T14:45:06.909268100
249,ENCLOSURE_FEE_BASIC,10.0,18,Recinto Básico,2026-05-21T14:45:06.909268100
256,ENCLOSURE_FEE_VIP,75.0,19,Recinto VIP,2026-05-21T14:45:06.910266900
257,ENCLOSURE_FEE_VIP,75.0,20,Recinto VIP,2026-05-21T14:45:06.910266900
250,ENCLOSURE_FEE_PREMIUM,30.0,21,Recinto Premium,2026-05-21T14:45:06.910266900
284,SOUVENIR,15.0,22,Recinto Central,2026-05-21T14:45:06.910266900
250,ENCLOSURE_FEE_BASIC,10.0,22,Recinto Básico,2026-05-21T14:45:06.911777100
251,ENCLOSURE_FEE_BASIC,10.0,23,Recinto Básico,2026-05-21T14:45:06.911777100
252,ENCLOSURE_FEE_BASIC,10.0,24,Recinto Básico,2026-05-21T14:45:06.911777100
285,SOUVENIR,15.0,25,Recinto Central,2026-05-21T14:45:06.913166500
258,ENCLOSURE_FEE_VIP,75.0,25,Recinto VIP,2026-05-21T14:45:06.913166500
286,SOUVENIR,15.0,26,Recinto Central,2026-05-21T14:45:06.914220100
251,ENCLOSURE_FEE_PREMIUM,30.0,26,Recinto Premium,2026-05-21T14:45:06.914220100
287,SOUVENIR,15.0,27,Recinto Central,2026-05-21T14:45:06.914220100
252,ENCLOSURE_FEE_PREMIUM,30.0,27,Recinto Premium,2026-05-21T14:45:06.915531200
288,SOUVENIR,15.0,28,Recinto Central,2026-05-21T14:45:06.915531200
253,ENCLOSURE_FEE_BASIC,10.0,28,Recinto Básico,2026-05-21T14:45:06.915531200
289,SOUVENIR,15.0,29,Recinto Central,2026-05-21T14:45:06.915531200
254,ENCLOSURE_FEE_BASIC,10.0,29,Recinto Básico,2026-05-21T14:45:06.915531200
253,ENCLOSURE_FEE_PREMIUM,30.0,30,Recinto Premium,2026-05-21T14:45:06.917022200
255,ENCLOSURE_FEE_BASIC,10.0,1,Recinto Básico,2026-05-21T14:45:06.918193200
290,SOUVENIR,15.0,2,Recinto Central,2026-05-21T14:45:06.919601700
259,ENCLOSURE_FEE_VIP,75.0,2,Recinto VIP,2026-05-21T14:45:06.919601700
256,ENCLOSURE_FEE_BASIC,10.0,3,Recinto Básico,2026-05-21T14:45:06.920839300
257,ENCLOSURE_FEE_BASIC,10.0,4,Recinto Básico,2026-05-21T14:45:06.920839300
260,ENCLOSURE_FEE_VIP,75.0,5,Recinto VIP,2026-05-21T14:45:06.921859100
254,ENCLOSURE_FEE_PREMIUM,30.0,6,Recinto Premium,2026-05-21T14:45:06.921859100
291,SOUVENIR,15.0,7,Recinto Central,2026-05-21T14:45:06.922864500
258,ENCLOSURE_FEE_BASIC,10.0,7,Recinto Básico,2026-05-21T14:45:06.922864500
292,SOUVENIR,15.0,8,Recinto Central,2026-05-21T14:45:06.922864500
259,ENCLOSURE_FEE_BASIC,10.0,8,Recinto Básico,2026-05-21T14:45:06.922864500
22,SPA_SERVICE,20.0,9,Baños y SPA,2026-05-21T14:45:06.924262600
260,ENCLOSURE_FEE_BASIC,10.0,9,Recinto Básico,2026-05-21T14:45:06.924262600
293,SOUVENIR,15.0,10,Recinto Central,2026-05-21T14:45:06.924262600
255,ENCLOSURE_FEE_PREMIUM,30.0,10,Recinto Premium,2026-05-21T14:45:06.925267500
261,ENCLOSURE_FEE_VIP,75.0,11,Recinto VIP,2026-05-21T14:45:06.925267500
256,ENCLOSURE_FEE_PREMIUM,30.0,12,Recinto Premium,2026-05-21T14:45:06.925267500
261,ENCLOSURE_FEE_BASIC,10.0,13,Recinto Básico,2026-05-21T14:45:06.926691800
257,ENCLOSURE_FEE_PREMIUM,30.0,14,Recinto Premium,2026-05-21T14:45:06.926691800
258,ENCLOSURE_FEE_PREMIUM,30.0,15,Recinto Premium,2026-05-21T14:45:06.926691800
294,SOUVENIR,15.0,16,Recinto Central,2026-05-21T14:45:06.927688900
262,ENCLOSURE_FEE_BASIC,10.0,16,Recinto Básico,2026-05-21T14:45:06.927688900
263,ENCLOSURE_FEE_BASIC,10.0,17,Recinto Básico,2026-05-21T14:45:06.928688
259,ENCLOSURE_FEE_PREMIUM,30.0,18,Recinto Premium,2026-05-21T14:45:06.928688
295,SOUVENIR,15.0,19,Recinto Central,2026-05-21T14:45:06.928688
264,ENCLOSURE_FEE_BASIC,10.0,19,Recinto Básico,2026-05-21T14:45:06.929689100
260,ENCLOSURE_FEE_PREMIUM,30.0,20,Recinto Premium,2026-05-21T14:45:06.929689100
296,SOUVENIR,15.0,21,Recinto Central,2026-05-21T14:45:06.929689100
262,ENCLOSURE_FEE_VIP,75.0,21,Recinto VIP,2026-05-21T14:45:06.930689500
265,ENCLOSURE_FEE_BASIC,10.0,22,Recinto Básico,2026-05-21T14:45:06.930689500
297,SOUVENIR,15.0,23,Recinto Central,2026-05-21T14:45:06.931696600
263,ENCLOSURE_FEE_VIP,75.0,23,Recinto VIP,2026-05-21T14:45:06.931696600
298,SOUVENIR,15.0,24,Recinto Central,2026-05-21T14:45:06.932691200
266,ENCLOSURE_FEE_BASIC,10.0,24,Recinto Básico,2026-05-21T14:45:06.932691200
261,ENCLOSURE_FEE_PREMIUM,30.0,25,Recinto Premium,2026-05-21T14:45:06.933708200
299,SOUVENIR,15.0,26,Recinto Central,2026-05-21T14:45:06.933708200
262,ENCLOSURE_FEE_PREMIUM,30.0,26,Recinto Premium,2026-05-21T14:45:06.934713900
263,ENCLOSURE_FEE_PREMIUM,30.0,27,Recinto Premium,2026-05-21T14:45:06.935703400
264,ENCLOSURE_FEE_VIP,75.0,28,Recinto VIP,2026-05-21T14:45:06.935703400
264,ENCLOSURE_FEE_PREMIUM,30.0,29,Recinto Premium,2026-05-21T14:45:06.935703400
300,SOUVENIR,15.0,30,Recinto Central,2026-05-21T14:45:06.936704800
265,ENCLOSURE_FEE_PREMIUM,30.0,30,Recinto Premium,2026-05-21T14:45:06.936704800
267,ENCLOSURE_FEE_BASIC,10.0,1,Recinto Básico,2026-05-21T14:45:06.937705200
301,SOUVENIR,15.0,2,Recinto Central,2026-05-21T14:45:06.938701600
266,ENCLOSURE_FEE_PREMIUM,30.0,2,Recinto Premium,2026-05-21T14:45:06.938701600
267,ENCLOSURE_FEE_PREMIUM,30.0,3,Recinto Premium,2026-05-21T14:45:06.938701600
265,ENCLOSURE_FEE_VIP,75.0,4,Recinto VIP,2026-05-21T14:45:06.940044200
302,SOUVENIR,15.0,5,Recinto Central,2026-05-21T14:45:06.940044200
266,ENCLOSURE_FEE_VIP,75.0,5,Recinto VIP,2026-05-21T14:45:06.940044200
303,SOUVENIR,15.0,6,Recinto Central,2026-05-21T14:45:06.941547300
267,ENCLOSURE_FEE_VIP,75.0,6,Recinto VIP,2026-05-21T14:45:06.941547300
268,ENCLOSURE_FEE_BASIC,10.0,7,Recinto Básico,2026-05-21T14:45:06.942551400
268,ENCLOSURE_FEE_VIP,75.0,8,Recinto VIP,2026-05-21T14:45:06.942551400
268,ENCLOSURE_FEE_PREMIUM,30.0,9,Recinto Premium,2026-05-21T14:45:06.942551400
269,ENCLOSURE_FEE_VIP,75.0,10,Recinto VIP,2026-05-21T14:45:06.943545400
269,ENCLOSURE_FEE_PREMIUM,30.0,11,Recinto Premium,2026-05-21T14:45:06.943545400
304,SOUVENIR,15.0,12,Recinto Central,2026-05-21T14:45:06.944547
269,ENCLOSURE_FEE_BASIC,10.0,12,Recinto Básico,2026-05-21T14:45:06.944547
270,ENCLOSURE_FEE_BASIC,10.0,13,Recinto Básico,2026-05-21T14:45:06.944547
270,ENCLOSURE_FEE_PREMIUM,30.0,14,Recinto Premium,2026-05-21T14:45:06.945556400
271,ENCLOSURE_FEE_BASIC,10.0,15,Recinto Básico,2026-05-21T14:45:06.945556400
272,ENCLOSURE_FEE_BASIC,10.0,16,Recinto Básico,2026-05-21T14:45:06.945556400
273,ENCLOSURE_FEE_BASIC,10.0,17,Recinto Básico,2026-05-21T14:45:06.946811600
270,ENCLOSURE_FEE_VIP,75.0,18,Recinto VIP,2026-05-21T14:45:06.948322
271,ENCLOSURE_FEE_VIP,75.0,19,Recinto VIP,2026-05-21T14:45:06.948322
305,SOUVENIR,15.0,20,Recinto Central,2026-05-21T14:45:06.949338800
274,ENCLOSURE_FEE_BASIC,10.0,20,Recinto Básico,2026-05-21T14:45:06.949338800
306,SOUVENIR,15.0,21,Recinto Central,2026-05-21T14:45:06.949338800
271,ENCLOSURE_FEE_PREMIUM,30.0,21,Recinto Premium,2026-05-21T14:45:06.950335900
307,SOUVENIR,15.0,22,Recinto Central,2026-05-21T14:45:06.950335900
272,ENCLOSURE_FEE_VIP,75.0,22,Recinto VIP,2026-05-21T14:45:06.951493400
308,SOUVENIR,15.0,23,Recinto Central,2026-05-21T14:45:06.951493400
275,ENCLOSURE_FEE_BASIC,10.0,23,Recinto Básico,2026-05-21T14:45:06.951493400
276,ENCLOSURE_FEE_BASIC,10.0,24,Recinto Básico,2026-05-21T14:45:06.952716500
273,ENCLOSURE_FEE_VIP,75.0,25,Recinto VIP,2026-05-21T14:45:06.952716500
309,SOUVENIR,15.0,26,Recinto Central,2026-05-21T14:45:06.953712700
274,ENCLOSURE_FEE_VIP,75.0,26,Recinto VIP,2026-05-21T14:45:06.953712700
275,ENCLOSURE_FEE_VIP,75.0,27,Recinto VIP,2026-05-21T14:45:06.954714
277,ENCLOSURE_FEE_BASIC,10.0,28,Recinto Básico,2026-05-21T14:45:06.954714
278,ENCLOSURE_FEE_BASIC,10.0,29,Recinto Básico,2026-05-21T14:45:06.955710600
310,SOUVENIR,15.0,30,Recinto Central,2026-05-21T14:45:06.955710600
272,ENCLOSURE_FEE_PREMIUM,30.0,30,Recinto Premium,2026-05-21T14:45:06.955710600
279,ENCLOSURE_FEE_BASIC,10.0,1,Recinto Básico,2026-05-21T14:45:06.962758200
23,SPA_SERVICE,20.0,2,Baños y SPA,2026-05-21T14:45:06.962758200
276,ENCLOSURE_FEE_VIP,75.0,2,Recinto VIP,2026-05-21T14:45:06.963757100
311,SOUVENIR,15.0,3,Recinto Central,2026-05-21T14:45:06.964756
273,ENCLOSURE_FEE_PREMIUM,30.0,3,Recinto Premium,2026-05-21T14:45:06.964756
277,ENCLOSURE_FEE_VIP,75.0,4,Recinto VIP,2026-05-21T14:45:06.965758700
312,SOUVENIR,15.0,5,Recinto Central,2026-05-21T14:45:06.965758700
274,ENCLOSURE_FEE_PREMIUM,30.0,5,Recinto Premium,2026-05-21T14:45:06.966761
275,ENCLOSURE_FEE_PREMIUM,30.0,6,Recinto Premium,2026-05-21T14:45:06.966761
313,SOUVENIR,15.0,7,Recinto Central,2026-05-21T14:45:06.967757700
280,ENCLOSURE_FEE_BASIC,10.0,7,Recinto Básico,2026-05-21T14:45:06.968268400
278,ENCLOSURE_FEE_VIP,75.0,8,Recinto VIP,2026-05-21T14:45:06.969288100
279,ENCLOSURE_FEE_VIP,75.0,9,Recinto VIP,2026-05-21T14:45:06.969288100
314,SOUVENIR,15.0,10,Recinto Central,2026-05-21T14:45:06.970289600
281,ENCLOSURE_FEE_BASIC,10.0,10,Recinto Básico,2026-05-21T14:45:06.971277600
315,SOUVENIR,15.0,11,Recinto Central,2026-05-21T14:45:06.971277600
276,ENCLOSURE_FEE_PREMIUM,30.0,11,Recinto Premium,2026-05-21T14:45:06.971277600
277,ENCLOSURE_FEE_PREMIUM,30.0,12,Recinto Premium,2026-05-21T14:45:06.972328
282,ENCLOSURE_FEE_BASIC,10.0,13,Recinto Básico,2026-05-21T14:45:06.973331400
316,SOUVENIR,15.0,14,Recinto Central,2026-05-21T14:45:06.973331400
283,ENCLOSURE_FEE_BASIC,10.0,14,Recinto Básico,2026-05-21T14:45:06.973331400
284,ENCLOSURE_FEE_BASIC,10.0,15,Recinto Básico,2026-05-21T14:45:06.974533900
317,SOUVENIR,15.0,16,Recinto Central,2026-05-21T14:45:06.974533900
285,ENCLOSURE_FEE_BASIC,10.0,16,Recinto Básico,2026-05-21T14:45:06.974533900
280,ENCLOSURE_FEE_VIP,75.0,17,Recinto VIP,2026-05-21T14:45:06.975800800
281,ENCLOSURE_FEE_VIP,75.0,18,Recinto VIP,2026-05-21T14:45:06.975800800
282,ENCLOSURE_FEE_VIP,75.0,19,Recinto VIP,2026-05-21T14:45:06.975800800
283,ENCLOSURE_FEE_VIP,75.0,20,Recinto VIP,2026-05-21T14:45:06.976802400
278,ENCLOSURE_FEE_PREMIUM,30.0,21,Recinto Premium,2026-05-21T14:45:06.976802400
279,ENCLOSURE_FEE_PREMIUM,30.0,22,Recinto Premium,2026-05-21T14:45:06.978198100
286,ENCLOSURE_FEE_BASIC,10.0,23,Recinto Básico,2026-05-21T14:45:06.978198100
280,ENCLOSURE_FEE_PREMIUM,30.0,24,Recinto Premium,2026-05-21T14:45:06.978198100
318,SOUVENIR,15.0,25,Recinto Central,2026-05-21T14:45:06.978198100
284,ENCLOSURE_FEE_VIP,75.0,25,Recinto VIP,2026-05-21T14:45:06.979415600
319,SOUVENIR,15.0,26,Recinto Central,2026-05-21T14:45:06.980514100
287,ENCLOSURE_FEE_BASIC,10.0,26,Recinto Básico,2026-05-21T14:45:06.980514100
288,ENCLOSURE_FEE_BASIC,10.0,27,Recinto Básico,2026-05-21T14:45:06.980514100
320,SOUVENIR,15.0,28,Recinto Central,2026-05-21T14:45:06.981513100
289,ENCLOSURE_FEE_BASIC,10.0,28,Recinto Básico,2026-05-21T14:45:06.981513100
321,SOUVENIR,15.0,29,Recinto Central,2026-05-21T14:45:06.982551600
281,ENCLOSURE_FEE_PREMIUM,30.0,29,Recinto Premium,2026-05-21T14:45:06.982551600
282,ENCLOSURE_FEE_PREMIUM,30.0,30,Recinto Premium,2026-05-21T14:45:06.982551600
285,ENCLOSURE_FEE_VIP,75.0,1,Recinto VIP,2026-05-21T14:45:06.984937500
290,ENCLOSURE_FEE_BASIC,10.0,2,Recinto Básico,2026-05-21T14:45:06.984937500
286,ENCLOSURE_FEE_VIP,75.0,3,Recinto VIP,2026-05-21T14:45:06.984937500
283,ENCLOSURE_FEE_PREMIUM,30.0,4,Recinto Premium,2026-05-21T14:45:06.986156700
284,ENCLOSURE_FEE_PREMIUM,30.0,5,Recinto Premium,2026-05-21T14:45:06.986156700
285,ENCLOSURE_FEE_PREMIUM,30.0,6,Recinto Premium,2026-05-21T14:45:06.986156700
286,ENCLOSURE_FEE_PREMIUM,30.0,7,Recinto Premium,2026-05-21T14:45:06.987252800
287,ENCLOSURE_FEE_VIP,75.0,8,Recinto VIP,2026-05-21T14:45:06.987252800
322,SOUVENIR,15.0,9,Recinto Central,2026-05-21T14:45:06.987252800
24,SPA_SERVICE,20.0,9,Baños y SPA,2026-05-21T14:45:06.988630900
291,ENCLOSURE_FEE_BASIC,10.0,9,Recinto Básico,2026-05-21T14:45:06.988630900
288,ENCLOSURE_FEE_VIP,75.0,10,Recinto VIP,2026-05-21T14:45:06.988630900
323,SOUVENIR,15.0,11,Recinto Central,2026-05-21T14:45:06.989985300
292,ENCLOSURE_FEE_BASIC,10.0,11,Recinto Básico,2026-05-21T14:45:06.989985300
324,SOUVENIR,15.0,12,Recinto Central,2026-05-21T14:45:06.989985300
287,ENCLOSURE_FEE_PREMIUM,30.0,12,Recinto Premium,2026-05-21T14:45:06.989985300
325,SOUVENIR,15.0,13,Recinto Central,2026-05-21T14:45:06.991487900
289,ENCLOSURE_FEE_VIP,75.0,13,Recinto VIP,2026-05-21T14:45:06.991487900
293,ENCLOSURE_FEE_BASIC,10.0,14,Recinto Básico,2026-05-21T14:45:06.991487900
290,ENCLOSURE_FEE_VIP,75.0,15,Recinto VIP,2026-05-21T14:45:06.991487900
326,SOUVENIR,15.0,16,Recinto Central,2026-05-21T14:45:06.992771900
288,ENCLOSURE_FEE_PREMIUM,30.0,16,Recinto Premium,2026-05-21T14:45:06.992771900
289,ENCLOSURE_FEE_PREMIUM,30.0,17,Recinto Premium,2026-05-21T14:45:06.992771900
327,SOUVENIR,15.0,18,Recinto Central,2026-05-21T14:45:06.993823100
294,ENCLOSURE_FEE_BASIC,10.0,18,Recinto Básico,2026-05-21T14:45:06.993823100
290,ENCLOSURE_FEE_PREMIUM,30.0,19,Recinto Premium,2026-05-21T14:45:06.994823300
328,SOUVENIR,15.0,20,Recinto Central,2026-05-21T14:45:06.994823300
295,ENCLOSURE_FEE_BASIC,10.0,20,Recinto Básico,2026-05-21T14:45:06.994823300
329,SOUVENIR,15.0,21,Recinto Central,2026-05-21T14:45:06.996282200
296,ENCLOSURE_FEE_BASIC,10.0,21,Recinto Básico,2026-05-21T14:45:06.996282200
330,SOUVENIR,15.0,22,Recinto Central,2026-05-21T14:45:06.996282200
291,ENCLOSURE_FEE_PREMIUM,30.0,22,Recinto Premium,2026-05-21T14:45:06.996282200
331,SOUVENIR,15.0,23,Recinto Central,2026-05-21T14:45:06.997678400
292,ENCLOSURE_FEE_PREMIUM,30.0,23,Recinto Premium,2026-05-21T14:45:06.997678400
297,ENCLOSURE_FEE_BASIC,10.0,24,Recinto Básico,2026-05-21T14:45:06.998677600
332,SOUVENIR,15.0,25,Recinto Central,2026-05-21T14:45:06.998677600
298,ENCLOSURE_FEE_BASIC,10.0,25,Recinto Básico,2026-05-21T14:45:06.998677600
299,ENCLOSURE_FEE_BASIC,10.0,26,Recinto Básico,2026-05-21T14:45:06.999772700
333,SOUVENIR,15.0,27,Recinto Central,2026-05-21T14:45:06.999772700
300,ENCLOSURE_FEE_BASIC,10.0,27,Recinto Básico,2026-05-21T14:45:06.999772700
334,SOUVENIR,15.0,28,Recinto Central,2026-05-21T14:45:07.000780900
291,ENCLOSURE_FEE_VIP,75.0,28,Recinto VIP,2026-05-21T14:45:07.000780900
292,ENCLOSURE_FEE_VIP,75.0,29,Recinto VIP,2026-05-21T14:45:07.000780900
293,ENCLOSURE_FEE_PREMIUM,30.0,30,Recinto Premium,2026-05-21T14:45:07.001791900
293,ENCLOSURE_FEE_VIP,75.0,1,Recinto VIP,2026-05-21T14:45:07.003799600
294,ENCLOSURE_FEE_VIP,75.0,2,Recinto VIP,2026-05-21T14:45:07.003799600
295,ENCLOSURE_FEE_VIP,75.0,3,Recinto VIP,2026-05-21T14:45:07.004789800
335,SOUVENIR,15.0,4,Recinto Central,2026-05-21T14:45:07.004789800
296,ENCLOSURE_FEE_VIP,75.0,4,Recinto VIP,2026-05-21T14:45:07.005801700
301,ENCLOSURE_FEE_BASIC,10.0,5,Recinto Básico,2026-05-21T14:45:07.005801700
297,ENCLOSURE_FEE_VIP,75.0,6,Recinto VIP,2026-05-21T14:45:07.005801700
294,ENCLOSURE_FEE_PREMIUM,30.0,7,Recinto Premium,2026-05-21T14:45:07.007238600
298,ENCLOSURE_FEE_VIP,75.0,8,Recinto VIP,2026-05-21T14:45:07.007238600
299,ENCLOSURE_FEE_VIP,75.0,9,Recinto VIP,2026-05-21T14:45:07.007238600
336,SOUVENIR,15.0,10,Recinto Central,2026-05-21T14:45:07.008694200
295,ENCLOSURE_FEE_PREMIUM,30.0,10,Recinto Premium,2026-05-21T14:45:07.008694200
300,ENCLOSURE_FEE_VIP,75.0,11,Recinto VIP,2026-05-21T14:45:07.008694200
337,SOUVENIR,15.0,12,Recinto Central,2026-05-21T14:45:07.009930600
301,ENCLOSURE_FEE_VIP,75.0,12,Recinto VIP,2026-05-21T14:45:07.009930600
296,ENCLOSURE_FEE_PREMIUM,30.0,13,Recinto Premium,2026-05-21T14:45:07.010927200
302,ENCLOSURE_FEE_VIP,75.0,14,Recinto VIP,2026-05-21T14:45:07.010927200
303,ENCLOSURE_FEE_VIP,75.0,15,Recinto VIP,2026-05-21T14:45:07.011928900
302,ENCLOSURE_FEE_BASIC,10.0,16,Recinto Básico,2026-05-21T14:45:07.011928900
338,SOUVENIR,15.0,17,Recinto Central,2026-05-21T14:45:07.013181200
297,ENCLOSURE_FEE_PREMIUM,30.0,17,Recinto Premium,2026-05-21T14:45:07.013181200
303,ENCLOSURE_FEE_BASIC,10.0,18,Recinto Básico,2026-05-21T14:45:07.013181200
304,ENCLOSURE_FEE_VIP,75.0,19,Recinto VIP,2026-05-21T14:45:07.014183400
298,ENCLOSURE_FEE_PREMIUM,30.0,20,Recinto Premium,2026-05-21T14:45:07.014183400
339,SOUVENIR,15.0,21,Recinto Central,2026-05-21T14:45:07.014183400
299,ENCLOSURE_FEE_PREMIUM,30.0,21,Recinto Premium,2026-05-21T14:45:07.015304800
340,SOUVENIR,15.0,22,Recinto Central,2026-05-21T14:45:07.015304800
300,ENCLOSURE_FEE_PREMIUM,30.0,22,Recinto Premium,2026-05-21T14:45:07.016744500
305,ENCLOSURE_FEE_VIP,75.0,23,Recinto VIP,2026-05-21T14:45:07.016744500
341,SOUVENIR,15.0,24,Recinto Central,2026-05-21T14:45:07.016744500
301,ENCLOSURE_FEE_PREMIUM,30.0,24,Recinto Premium,2026-05-21T14:45:07.017742700
342,SOUVENIR,15.0,25,Recinto Central,2026-05-21T14:45:07.017742700
306,ENCLOSURE_FEE_VIP,75.0,25,Recinto VIP,2026-05-21T14:45:07.018976700
307,ENCLOSURE_FEE_VIP,75.0,26,Recinto VIP,2026-05-21T14:45:07.018976700
302,ENCLOSURE_FEE_PREMIUM,30.0,27,Recinto Premium,2026-05-21T14:45:07.020436900
343,SOUVENIR,15.0,28,Recinto Central,2026-05-21T14:45:07.020436900
303,ENCLOSURE_FEE_PREMIUM,30.0,28,Recinto Premium,2026-05-21T14:45:07.020436900
308,ENCLOSURE_FEE_VIP,75.0,29,Recinto VIP,2026-05-21T14:45:07.021462400
304,ENCLOSURE_FEE_PREMIUM,30.0,30,Recinto Premium,2026-05-21T14:45:07.021462400
344,SOUVENIR,15.0,1,Recinto Central,2026-05-21T14:45:07.022907500
305,ENCLOSURE_FEE_PREMIUM,30.0,1,Recinto Premium,2026-05-21T14:45:07.022907500
345,SOUVENIR,15.0,2,Recinto Central,2026-05-21T14:45:07.023988300
25,SPA_SERVICE,20.0,2,Baños y SPA,2026-05-21T14:45:07.023988300
306,ENCLOSURE_FEE_PREMIUM,30.0,2,Recinto Premium,2026-05-21T14:45:07.023988300
26,SPA_SERVICE,20.0,3,Baños y SPA,2026-05-21T14:45:07.025205500
304,ENCLOSURE_FEE_BASIC,10.0,3,Recinto Básico,2026-05-21T14:45:07.025205500
307,ENCLOSURE_FEE_PREMIUM,30.0,4,Recinto Premium,2026-05-21T14:45:07.025205500
309,ENCLOSURE_FEE_VIP,75.0,5,Recinto VIP,2026-05-21T14:45:07.025205500
308,ENCLOSURE_FEE_PREMIUM,30.0,6,Recinto Premium,2026-05-21T14:45:07.026616900
310,ENCLOSURE_FEE_VIP,75.0,7,Recinto VIP,2026-05-21T14:45:07.026616900
305,ENCLOSURE_FEE_BASIC,10.0,8,Recinto Básico,2026-05-21T14:45:07.027616800
311,ENCLOSURE_FEE_VIP,75.0,9,Recinto VIP,2026-05-21T14:45:07.027616800
306,ENCLOSURE_FEE_BASIC,10.0,10,Recinto Básico,2026-05-21T14:45:07.027616800
346,SOUVENIR,15.0,11,Recinto Central,2026-05-21T14:45:07.027616800
307,ENCLOSURE_FEE_BASIC,10.0,11,Recinto Básico,2026-05-21T14:45:07.027616800
347,SOUVENIR,15.0,12,Recinto Central,2026-05-21T14:45:07.029042
308,ENCLOSURE_FEE_BASIC,10.0,12,Recinto Básico,2026-05-21T14:45:07.029042
309,ENCLOSURE_FEE_BASIC,10.0,13,Recinto Básico,2026-05-21T14:45:07.029042
348,SOUVENIR,15.0,14,Recinto Central,2026-05-21T14:45:07.029042
309,ENCLOSURE_FEE_PREMIUM,30.0,14,Recinto Premium,2026-05-21T14:45:07.030555500
349,SOUVENIR,15.0,15,Recinto Central,2026-05-21T14:45:07.030555500
310,ENCLOSURE_FEE_PREMIUM,30.0,15,Recinto Premium,2026-05-21T14:45:07.030555500
350,SOUVENIR,15.0,16,Recinto Central,2026-05-21T14:45:07.030555500
312,ENCLOSURE_FEE_VIP,75.0,16,Recinto VIP,2026-05-21T14:45:07.030555500
310,ENCLOSURE_FEE_BASIC,10.0,17,Recinto Básico,2026-05-21T14:45:07.031999500
311,ENCLOSURE_FEE_BASIC,10.0,18,Recinto Básico,2026-05-21T14:45:07.031999500
351,SOUVENIR,15.0,19,Recinto Central,2026-05-21T14:45:07.031999500
313,ENCLOSURE_FEE_VIP,75.0,19,Recinto VIP,2026-05-21T14:45:07.033343300
312,ENCLOSURE_FEE_BASIC,10.0,20,Recinto Básico,2026-05-21T14:45:07.033343300
311,ENCLOSURE_FEE_PREMIUM,30.0,21,Recinto Premium,2026-05-21T14:45:07.033343300
313,ENCLOSURE_FEE_BASIC,10.0,22,Recinto Básico,2026-05-21T14:45:07.034351700
352,SOUVENIR,15.0,23,Recinto Central,2026-05-21T14:45:07.034351700
312,ENCLOSURE_FEE_PREMIUM,30.0,23,Recinto Premium,2026-05-21T14:45:07.034351700
313,ENCLOSURE_FEE_PREMIUM,30.0,24,Recinto Premium,2026-05-21T14:45:07.034351700
353,SOUVENIR,15.0,25,Recinto Central,2026-05-21T14:45:07.035833700
314,ENCLOSURE_FEE_PREMIUM,30.0,25,Recinto Premium,2026-05-21T14:45:07.035833700
314,ENCLOSURE_FEE_VIP,75.0,26,Recinto VIP,2026-05-21T14:45:07.037115500
315,ENCLOSURE_FEE_VIP,75.0,27,Recinto VIP,2026-05-21T14:45:07.037115500
315,ENCLOSURE_FEE_PREMIUM,30.0,28,Recinto Premium,2026-05-21T14:45:07.038311200
354,SOUVENIR,15.0,29,Recinto Central,2026-05-21T14:45:07.038311200
316,ENCLOSURE_FEE_VIP,75.0,29,Recinto VIP,2026-05-21T14:45:07.038311200
316,ENCLOSURE_FEE_PREMIUM,30.0,30,Recinto Premium,2026-05-21T14:45:07.038311200
317,ENCLOSURE_FEE_VIP,75.0,1,Recinto VIP,2026-05-21T14:45:07.039802
318,ENCLOSURE_FEE_VIP,75.0,2,Recinto VIP,2026-05-21T14:45:07.041059100
319,ENCLOSURE_FEE_VIP,75.0,3,Recinto VIP,2026-05-21T14:45:07.041059100
317,ENCLOSURE_FEE_PREMIUM,30.0,4,Recinto Premium,2026-05-21T14:45:07.042380900
318,ENCLOSURE_FEE_PREMIUM,30.0,5,Recinto Premium,2026-05-21T14:45:07.042380900
355,SOUVENIR,15.0,6,Recinto Central,2026-05-21T14:45:07.042380900
314,ENCLOSURE_FEE_BASIC,10.0,6,Recinto Básico,2026-05-21T14:45:07.043382700
315,ENCLOSURE_FEE_BASIC,10.0,7,Recinto Básico,2026-05-21T14:45:07.043382700
320,ENCLOSURE_FEE_VIP,75.0,8,Recinto VIP,2026-05-21T14:45:07.044377400
321,ENCLOSURE_FEE_VIP,75.0,9,Recinto VIP,2026-05-21T14:45:07.044377400
322,ENCLOSURE_FEE_VIP,75.0,10,Recinto VIP,2026-05-21T14:45:07.044377400
319,ENCLOSURE_FEE_PREMIUM,30.0,11,Recinto Premium,2026-05-21T14:45:07.045444500
323,ENCLOSURE_FEE_VIP,75.0,12,Recinto VIP,2026-05-21T14:45:07.045444500
356,SOUVENIR,15.0,13,Recinto Central,2026-05-21T14:45:07.045444500
316,ENCLOSURE_FEE_BASIC,10.0,13,Recinto Básico,2026-05-21T14:45:07.046657500
357,SOUVENIR,15.0,14,Recinto Central,2026-05-21T14:45:07.046657500
317,ENCLOSURE_FEE_BASIC,10.0,14,Recinto Básico,2026-05-21T14:45:07.046657500
318,ENCLOSURE_FEE_BASIC,10.0,15,Recinto Básico,2026-05-21T14:45:07.046657500
358,SOUVENIR,15.0,16,Recinto Central,2026-05-21T14:45:07.046657500
320,ENCLOSURE_FEE_PREMIUM,30.0,16,Recinto Premium,2026-05-21T14:45:07.048125800
